customer_id,created_at,feedback_text
CUST-8555,2026-05-23 22:14:57,I've been using this tool for 6 months and it hasn't crashed once. Extremely stable software. Hope this gets fixed soon.
CUST-4187,2026-04-24 13:45:57,The subscription price is too high for small startups. $59/month is steep for basic features. (using version 2.4.1)
CUST-5004,2026-03-30 22:55:57,Just wanted to say: I keep getting timeout errors when running reports for large date ranges. The app feels sluggish.
CUST-3295,2026-05-25 06:30:57,Please add a native dark mode. Working at night is blinding with this white screen. Hope this gets fixed soon.
CUST-3483,2026-06-07 17:17:57,Excellent customer service. They helped me set up my custom integrations step-by-step. Hope this gets fixed soon.
CUST-2222,2026-06-06 09:30:57,Just wanted to say: I submitted a support ticket 3 days ago about a billing issue and still haven't heard back.
CUST-6403,2026-06-03 16:30:57,Why does the app lag so much when switching between workspaces? Please optimize performance. (using version 2.4.1)
CUST-2870,2026-03-31 07:28:57,"Pricing is average for this category, but I wish there was a pay-as-you-go option. Hope this gets fixed soon."
CUST-6466,2026-05-27 08:38:57,Why does the app lag so much when switching between workspaces? Please optimize performance.
CUST-7301,2026-04-09 14:10:57,No live chat option? Email support takes way too long to respond. Very frustrating.
CUST-6645,2026-05-19 13:45:57,The new update made the page transition so smooth and fast. Loads instantly now!
CUST-3310,2026-05-18 08:52:57,Robust product quality. The features work exactly as described without any hiccups. Highly recommend.
CUST-1333,2026-04-12 09:26:57,We really need a Slack integration so our team can get notifications directly in our channels. (using version 2.4.1)
CUST-1482,2026-05-22 01:48:57,I submitted a support ticket 3 days ago about a billing issue and still haven't heard back. Hope this gets fixed soon.
CUST-7103,2026-04-30 04:09:57,The live chat support was incredible! Solved my issue in less than 5 minutes.
CUST-9898,2026-05-27 13:12:57,Just wanted to say: I submitted a support ticket 3 days ago about a billing issue and still haven't heard back.
CUST-7312,2026-06-08 13:10:57,Suddenly locking features that were previously free behind the Pro plan is a bad move.
CUST-7241,2026-05-31 06:44:57,"Pricing is average for this category, but I wish there was a pay-as-you-go option."
CUST-5760,2026-04-15 08:56:57,The live chat support was incredible! Solved my issue in less than 5 minutes. Hope this gets fixed soon.
CUST-4310,2026-05-02 00:14:57,"Awesome! Beautiful interface! Very clean, uncluttered, and easy to use. Kudos to the design team."
CUST-3920,2026-04-15 14:03:57,Just wanted to say: The new update made the page transition so smooth and fast. Loads instantly now!
CUST-4910,2026-05-07 09:28:57,CPU usage spikes to 100% every time I open the editor. It lags my entire computer. (using version 2.4.1)
CUST-6165,2026-05-30 17:25:57,The app crashed twice today while I was trying to import a CSV file. Lost my work.
CUST-1417,2026-05-26 00:51:57,Excellent customer service. They helped me set up my custom integrations step-by-step. (using version 2.4.1)
CUST-1688,2026-05-12 03:56:57,Just wanted to say: The pricing is very reasonable considering the amount of time and manual effort this tool saves us.
CUST-6750,2026-05-07 15:29:57,Data synchronization fails frequently between my web app and the desktop client. (using version 2.4.1)
CUST-4028,2026-04-16 21:18:57,"Disappointed. It is hard to read the text in light mode. Contrast is very poor, my eyes hurt."
CUST-3448,2026-06-10 02:28:57,Excellent customer service. They helped me set up my custom integrations step-by-step. Hope this gets fixed soon.
CUST-5423,2026-04-03 15:47:57,Great value for money. The ROI we get from the team plan is well worth the cost. Highly recommend.
CUST-6208,2026-05-12 11:16:57,The mobile web version is completely broken. Buttons overlap and I can't click the menu.
CUST-4507,2026-04-30 22:33:57,Just wanted to say: I've been using this tool for 6 months and it hasn't crashed once. Extremely stable software.
CUST-9660,2026-03-27 14:45:57,I'd love to use this but the pricing packages are not flexible enough for individual developers.
CUST-9712,2026-03-26 09:45:57,"Pricing is average for this category, but I wish there was a pay-as-you-go option."
CUST-7973,2026-03-28 09:05:57,The subscription price is too high for small startups. $59/month is steep for basic features. Hope this gets fixed soon.
CUST-9541,2026-04-06 17:32:57,Just wanted to say: Great value for money. The ROI we get from the team plan is well worth the cost.
CUST-1447,2026-05-08 07:13:57,"The application response time is average, but it sometimes lags when exporting data."
CUST-7465,2026-05-13 20:45:57,"Pricing is average for this category, but I wish there was a pay-as-you-go option."
CUST-1722,2026-03-27 04:19:57,The live chat support was incredible! Solved my issue in less than 5 minutes. Highly recommend.
CUST-5864,2026-05-26 14:26:57,The app is mostly stable but there are some minor visual bugs in the chart displays.
CUST-1305,2026-06-14 16:55:57,Why does the app lag so much when switching between workspaces? Please optimize performance. (using version 2.4.1)
CUST-8951,2026-03-23 20:03:57,Can you add an API endpoint to let us programmatically fetch analysis results?
CUST-5655,2026-06-04 03:37:57,Just wanted to say: Great value for money. The ROI we get from the team plan is well worth the cost.
CUST-6339,2026-04-27 21:57:57,The layout is extremely clean and intuitive. I was able to figure out the workflows in 2 minutes.
CUST-7705,2026-03-21 01:21:57,The layout is extremely clean and intuitive. I was able to figure out the workflows in 2 minutes. Hope this gets fixed soon.
CUST-2849,2026-05-22 08:50:57,Data synchronization fails frequently between my web app and the desktop client. Hope this gets fixed soon.
CUST-8516,2026-05-17 21:25:57,It would be great if we could export reports in PowerPoint format for executive presentations. Hope this gets fixed soon.
CUST-3732,2026-04-09 01:15:57,Please add a native dark mode. Working at night is blinding with this white screen. (using version 2.4.1)
CUST-9093,2026-04-09 15:28:57,Just wanted to say: The navigation menu is really confusing. It takes me 4 clicks just to find the settings page.
CUST-7258,2026-05-22 05:51:57,"The support docs are okay, but I prefer speaking to a human. Hard to find the contact form."
CUST-4607,2026-04-01 15:39:57,There are so many bugs in the latest release. The export PDF button is completely broken.
CUST-6388,2026-04-29 08:17:57,Just wanted to say: CPU usage spikes to 100% every time I open the editor. It lags my entire computer.
CUST-9320,2026-06-07 19:46:57,I submitted a support ticket 3 days ago about a billing issue and still haven't heard back. Hope this gets fixed soon.
CUST-8995,2026-04-13 04:53:57,Just wanted to say: The interface looks fine but the button placement for saving projects is a bit weird.
CUST-6151,2026-03-25 13:24:57,We really need a Slack integration so our team can get notifications directly in our channels.
CUST-3138,2026-05-27 03:41:57,Just wanted to say: CPU usage spikes to 100% every time I open the editor. It lags my entire computer.
CUST-3580,2026-04-15 02:12:57,Just wanted to say: The interface looks fine but the button placement for saving projects is a bit weird.
CUST-1321,2026-05-13 13:54:57,It would be great if we could export reports in PowerPoint format for executive presentations.
CUST-6297,2026-04-07 15:12:57,There are so many bugs in the latest release. The export PDF button is completely broken. Hope this gets fixed soon.
CUST-4546,2026-06-02 13:52:57,Disappointed. I submitted a support ticket 3 days ago about a billing issue and still haven't heard back.
CUST-4591,2026-04-28 01:41:57,We really need a Slack integration so our team can get notifications directly in our channels. (using version 2.4.1)
CUST-1236,2026-03-25 02:30:57,Just wanted to say: I submitted a support ticket 3 days ago about a billing issue and still haven't heard back.
CUST-9072,2026-03-23 09:19:57,The new update made the page transition so smooth and fast. Loads instantly now! (using version 2.4.1)
CUST-2081,2026-05-27 19:33:57,Data synchronization fails frequently between my web app and the desktop client. Hope this gets fixed soon.
CUST-9890,2026-06-11 21:25:57,I keep getting timeout errors when running reports for large date ranges. The app feels sluggish.
CUST-1316,2026-06-05 03:24:57,The mobile web version is completely broken. Buttons overlap and I can't click the menu. Hope this gets fixed soon.
CUST-7108,2026-06-11 01:03:57,I keep getting timeout errors when running reports for large date ranges. The app feels sluggish.
CUST-7559,2026-05-29 21:06:57,Awesome! Excellent customer service. They helped me set up my custom integrations step-by-step.
CUST-9771,2026-06-16 14:00:57,Just wanted to say: Excellent customer service. They helped me set up my custom integrations step-by-step.
CUST-3331,2026-04-13 03:56:57,Robust product quality. The features work exactly as described without any hiccups. Hope this gets fixed soon.
CUST-9296,2026-04-04 03:01:57,The app crashed twice today while I was trying to import a CSV file. Lost my work. Hope this gets fixed soon.
CUST-8932,2026-06-05 21:55:57,We really need a Slack integration so our team can get notifications directly in our channels.
CUST-5145,2026-06-15 14:18:57,Is there a mobile app in the roadmap? I need to check the status dashboard on the go. (using version 2.4.1)
CUST-1368,2026-03-28 11:37:57,The support agent didn't read my query properly and just pasted a generic article link. Unhelpful. Hope this gets fixed soon.
CUST-7101,2026-05-03 17:45:57,"The application response time is average, but it sometimes lags when exporting data. Hope this gets fixed soon."
CUST-6420,2026-05-14 02:54:57,Just wanted to say: The loading time for the main analytics dashboard is extremely slow. It takes over 10 seconds to load.
CUST-4144,2026-04-22 09:46:57,I've been using this tool for 6 months and it hasn't crashed once. Extremely stable software. Hope this gets fixed soon.
CUST-2537,2026-05-11 23:48:57,Awesome! The pricing is very reasonable considering the amount of time and manual effort this tool saves us.
CUST-6331,2026-03-25 08:34:57,It would be great if we could export reports in PowerPoint format for executive presentations.
CUST-5152,2026-04-12 00:43:57,The interface looks fine but the button placement for saving projects is a bit weird. Hope this gets fixed soon.
CUST-1511,2026-03-22 20:21:57,I highly recommend adding multi-user collaboration and permission roles for team workspaces.
CUST-2754,2026-04-20 02:09:57,It would be great if we could export reports in PowerPoint format for executive presentations.
CUST-4280,2026-06-17 06:15:57,Awesome! Excellent customer service. They helped me set up my custom integrations step-by-step.
CUST-9297,2026-04-16 12:09:57,Disappointed. I'd love to use this but the pricing packages are not flexible enough for individual developers.
CUST-7315,2026-04-19 17:33:57,The loading time for the main analytics dashboard is extremely slow. It takes over 10 seconds to load. (using version 2.4.1)
CUST-7116,2026-04-06 19:04:57,The support agent didn't read my query properly and just pasted a generic article link. Unhelpful.
CUST-6249,2026-05-17 05:45:57,Suddenly locking features that were previously free behind the Pro plan is a bad move. Hope this gets fixed soon.
CUST-8356,2026-04-04 21:05:57,Awesome! The live chat support was incredible! Solved my issue in less than 5 minutes.
CUST-3065,2026-05-05 13:20:57,Just wanted to say: The support agent didn't read my query properly and just pasted a generic article link. Unhelpful.
CUST-7397,2026-05-14 11:51:57,Just wanted to say: Please add a native dark mode. Working at night is blinding with this white screen.
CUST-3258,2026-05-31 15:27:57,The pricing is very reasonable considering the amount of time and manual effort this tool saves us. Hope this gets fixed soon.
CUST-3147,2026-06-18 18:37:57,I'd love to use this but the pricing packages are not flexible enough for individual developers. Hope this gets fixed soon.
CUST-5400,2026-03-30 15:19:57,Disappointed. There are so many bugs in the latest release. The export PDF button is completely broken.
CUST-1453,2026-06-03 21:25:57,The app is mostly stable but there are some minor visual bugs in the chart displays.
CUST-6711,2026-05-28 11:44:57,The mobile web version is completely broken. Buttons overlap and I can't click the menu.
CUST-9359,2026-04-28 13:26:57,The live chat support was incredible! Solved my issue in less than 5 minutes. Highly recommend.
CUST-7105,2026-05-06 09:04:57,Disappointed. I keep getting timeout errors when running reports for large date ranges. The app feels sluggish.
CUST-9256,2026-05-12 04:58:57,Awesome! The live chat support was incredible! Solved my issue in less than 5 minutes.
CUST-1756,2026-04-25 21:19:57,The app is mostly stable but there are some minor visual bugs in the chart displays. Hope this gets fixed soon.
CUST-7302,2026-03-26 11:17:57,It would be great if we could export reports in PowerPoint format for executive presentations. Hope this gets fixed soon.
CUST-8118,2026-04-06 07:18:57,Disappointed. The loading time for the main analytics dashboard is extremely slow. It takes over 10 seconds to load.
CUST-2068,2026-03-22 09:02:57,Just wanted to say: The loading time for the main analytics dashboard is extremely slow. It takes over 10 seconds to load.
CUST-1980,2026-03-25 07:16:57,I'd love to use this but the pricing packages are not flexible enough for individual developers.
CUST-7281,2026-05-14 07:12:57,I'd love to use this but the pricing packages are not flexible enough for individual developers. Hope this gets fixed soon.
CUST-3473,2026-05-06 16:10:57,Just wanted to say: CPU usage spikes to 100% every time I open the editor. It lags my entire computer.
CUST-9927,2026-06-13 08:54:57,There are so many bugs in the latest release. The export PDF button is completely broken.
CUST-1654,2026-04-09 22:59:57,The live chat support was incredible! Solved my issue in less than 5 minutes. (using version 2.4.1)
CUST-9612,2026-05-19 12:28:57,The new update made the page transition so smooth and fast. Loads instantly now! Hope this gets fixed soon.
CUST-2377,2026-06-19 04:03:57,The pricing is very reasonable considering the amount of time and manual effort this tool saves us. Hope this gets fixed soon.
CUST-5918,2026-05-31 20:31:57,Excellent customer service. They helped me set up my custom integrations step-by-step.
CUST-1113,2026-06-01 07:21:57,The support agent didn't read my query properly and just pasted a generic article link. Unhelpful. (using version 2.4.1)
CUST-8224,2026-04-23 05:27:57,Disappointed. I keep getting timeout errors when running reports for large date ranges. The app feels sluggish.
CUST-1627,2026-06-13 08:28:57,Disappointed. There are so many bugs in the latest release. The export PDF button is completely broken.
CUST-8096,2026-06-10 07:16:57,Disappointed. I'd love to use this but the pricing packages are not flexible enough for individual developers.
CUST-2894,2026-05-24 23:02:57,Just wanted to say: It would be great if we could export reports in PowerPoint format for executive presentations.
CUST-9382,2026-04-02 00:30:57,The support agent didn't read my query properly and just pasted a generic article link. Unhelpful. Hope this gets fixed soon.
CUST-1926,2026-05-07 14:16:57,CPU usage spikes to 100% every time I open the editor. It lags my entire computer.
CUST-2777,2026-06-12 13:53:57,The app is mostly stable but there are some minor visual bugs in the chart displays.
CUST-8164,2026-04-15 10:13:57,Just wanted to say: There are so many bugs in the latest release. The export PDF button is completely broken.
CUST-7932,2026-05-06 15:21:57,Can you add an API endpoint to let us programmatically fetch analysis results? Hope this gets fixed soon.
CUST-2417,2026-03-30 11:02:57,I highly recommend adding multi-user collaboration and permission roles for team workspaces.
CUST-9938,2026-05-06 15:49:57,"Beautiful interface! Very clean, uncluttered, and easy to use. Kudos to the design team. Highly recommend."
CUST-8101,2026-04-30 14:14:57,I'd love to use this but the pricing packages are not flexible enough for individual developers.
CUST-3880,2026-05-23 03:14:57,Awesome! I've been using this tool for 6 months and it hasn't crashed once. Extremely stable software.
CUST-1921,2026-05-25 07:50:57,I submitted a support ticket 3 days ago about a billing issue and still haven't heard back. Hope this gets fixed soon.
CUST-9907,2026-05-28 05:06:57,Suddenly locking features that were previously free behind the Pro plan is a bad move. Hope this gets fixed soon.
CUST-6857,2026-05-29 13:51:57,It would be great if we could export reports in PowerPoint format for executive presentations. Hope this gets fixed soon.
CUST-4822,2026-03-23 20:58:57,The mobile web version is completely broken. Buttons overlap and I can't click the menu.
CUST-4685,2026-06-10 18:43:57,"The application response time is average, but it sometimes lags when exporting data."
CUST-9630,2026-04-26 18:42:57,Just wanted to say: Can you add an API endpoint to let us programmatically fetch analysis results?
CUST-4783,2026-06-08 02:13:57,CPU usage spikes to 100% every time I open the editor. It lags my entire computer. Hope this gets fixed soon.
CUST-7934,2026-06-14 00:09:57,"It is hard to read the text in light mode. Contrast is very poor, my eyes hurt. (using version 2.4.1)"
CUST-5031,2026-05-07 20:10:57,Just wanted to say: I've been using this tool for 6 months and it hasn't crashed once. Extremely stable software.
CUST-7320,2026-05-20 01:09:57,Just wanted to say: I highly recommend adding multi-user collaboration and permission roles for team workspaces.
CUST-8476,2026-05-03 22:21:57,I highly recommend adding multi-user collaboration and permission roles for team workspaces. (using version 2.4.1)
CUST-8714,2026-06-17 03:16:57,CPU usage spikes to 100% every time I open the editor. It lags my entire computer.
CUST-8080,2026-03-22 00:01:57,I submitted a support ticket 3 days ago about a billing issue and still haven't heard back.
CUST-3586,2026-05-22 08:17:57,Why does the app lag so much when switching between workspaces? Please optimize performance.
CUST-3411,2026-06-19 20:07:57,Just wanted to say: Robust product quality. The features work exactly as described without any hiccups.
CUST-5897,2026-03-31 11:20:57,Can you add an API endpoint to let us programmatically fetch analysis results?
CUST-8616,2026-04-11 14:56:57,"Just wanted to say: The support docs are okay, but I prefer speaking to a human. Hard to find the contact form."
CUST-1973,2026-05-16 19:17:57,Just wanted to say: No live chat option? Email support takes way too long to respond. Very frustrating.
CUST-8345,2026-06-15 11:32:57,The subscription price is too high for small startups. $59/month is steep for basic features. Hope this gets fixed soon.
CUST-3855,2026-05-30 09:03:57,It would be great if we could export reports in PowerPoint format for executive presentations. (using version 2.4.1)
CUST-1855,2026-05-12 18:24:57,"The support docs are okay, but I prefer speaking to a human. Hard to find the contact form."
CUST-1926,2026-04-18 20:18:57,The layout is extremely clean and intuitive. I was able to figure out the workflows in 2 minutes. Hope this gets fixed soon.
CUST-6229,2026-06-01 07:01:57,"Pricing is average for this category, but I wish there was a pay-as-you-go option."
CUST-1774,2026-03-25 11:31:57,Awesome! The layout is extremely clean and intuitive. I was able to figure out the workflows in 2 minutes.
CUST-2747,2026-03-29 15:30:57,"The application response time is average, but it sometimes lags when exporting data."
CUST-1352,2026-05-04 05:59:57,The layout is extremely clean and intuitive. I was able to figure out the workflows in 2 minutes. Hope this gets fixed soon.
CUST-4271,2026-04-03 08:09:57,The pricing is very reasonable considering the amount of time and manual effort this tool saves us. Hope this gets fixed soon.
CUST-1338,2026-06-19 17:09:57,Just wanted to say: It would be great if we could export reports in PowerPoint format for executive presentations.
CUST-4199,2026-06-06 18:23:57,The app crashed twice today while I was trying to import a CSV file. Lost my work. Hope this gets fixed soon.
CUST-7816,2026-06-01 23:14:57,Awesome! Great value for money. The ROI we get from the team plan is well worth the cost.
CUST-7018,2026-04-26 03:50:57,It would be great if we could export reports in PowerPoint format for executive presentations.
CUST-6168,2026-04-03 05:45:57,I submitted a support ticket 3 days ago about a billing issue and still haven't heard back. (using version 2.4.1)
CUST-6854,2026-04-09 02:50:57,The pricing is very reasonable considering the amount of time and manual effort this tool saves us. Highly recommend.
CUST-7888,2026-05-01 21:31:57,Disappointed. The navigation menu is really confusing. It takes me 4 clicks just to find the settings page.
CUST-4051,2026-04-16 09:50:57,Awesome! The layout is extremely clean and intuitive. I was able to figure out the workflows in 2 minutes.
CUST-9254,2026-06-15 04:14:57,Disappointed. There are so many bugs in the latest release. The export PDF button is completely broken.
CUST-9057,2026-04-07 02:59:57,The app is mostly stable but there are some minor visual bugs in the chart displays.
CUST-2044,2026-04-23 07:05:57,Just wanted to say: Excellent customer service. They helped me set up my custom integrations step-by-step.
CUST-5793,2026-05-18 19:01:57,The pricing is very reasonable considering the amount of time and manual effort this tool saves us.
CUST-7718,2026-04-17 20:39:57,The app crashed twice today while I was trying to import a CSV file. Lost my work.
CUST-1227,2026-05-31 17:56:57,The support agent didn't read my query properly and just pasted a generic article link. Unhelpful. (using version 2.4.1)
CUST-7371,2026-05-17 02:19:57,I'd love to use this but the pricing packages are not flexible enough for individual developers.
CUST-4999,2026-05-22 01:43:57,The pricing is very reasonable considering the amount of time and manual effort this tool saves us. Highly recommend.
CUST-4810,2026-04-12 09:47:57,The layout is extremely clean and intuitive. I was able to figure out the workflows in 2 minutes.
CUST-1043,2026-04-30 16:27:57,"Just wanted to say: The application response time is average, but it sometimes lags when exporting data."
CUST-3224,2026-05-30 17:59:57,Just wanted to say: I'd love to use this but the pricing packages are not flexible enough for individual developers.
CUST-5192,2026-04-11 09:10:57,Awesome! Excellent customer service. They helped me set up my custom integrations step-by-step.
CUST-6895,2026-05-21 03:06:57,Excellent customer service. They helped me set up my custom integrations step-by-step. Highly recommend.
CUST-5374,2026-06-04 12:20:57,Robust product quality. The features work exactly as described without any hiccups. Highly recommend.
CUST-1981,2026-05-03 21:30:57,The support agent didn't read my query properly and just pasted a generic article link. Unhelpful.
CUST-7960,2026-03-27 16:30:57,No live chat option? Email support takes way too long to respond. Very frustrating. Hope this gets fixed soon.
CUST-7781,2026-04-24 04:35:57,The app is mostly stable but there are some minor visual bugs in the chart displays.
CUST-3448,2026-05-14 23:17:57,We really need a Slack integration so our team can get notifications directly in our channels. Hope this gets fixed soon.
CUST-8626,2026-05-24 06:29:57,I keep getting timeout errors when running reports for large date ranges. The app feels sluggish.
CUST-2359,2026-03-31 00:38:57,We really need a Slack integration so our team can get notifications directly in our channels.
CUST-6396,2026-04-14 04:37:57,No live chat option? Email support takes way too long to respond. Very frustrating. Hope this gets fixed soon.
CUST-8137,2026-05-22 11:22:57,Robust product quality. The features work exactly as described without any hiccups. Hope this gets fixed soon.
CUST-7861,2026-04-08 15:26:57,The live chat support was incredible! Solved my issue in less than 5 minutes.
CUST-3733,2026-06-08 09:03:57,CPU usage spikes to 100% every time I open the editor. It lags my entire computer.
CUST-2288,2026-06-09 12:36:57,Excellent customer service. They helped me set up my custom integrations step-by-step.
CUST-4186,2026-05-11 16:34:57,The loading time for the main analytics dashboard is extremely slow. It takes over 10 seconds to load. (using version 2.4.1)
CUST-6064,2026-03-24 00:07:57,The interface looks fine but the button placement for saving projects is a bit weird. Hope this gets fixed soon.
CUST-4951,2026-05-16 22:35:57,The new update made the page transition so smooth and fast. Loads instantly now!
CUST-1750,2026-04-20 13:23:57,"The support docs are okay, but I prefer speaking to a human. Hard to find the contact form."
CUST-2633,2026-05-03 19:49:57,"Awesome! Beautiful interface! Very clean, uncluttered, and easy to use. Kudos to the design team."
CUST-2366,2026-06-12 17:55:57,Is there a mobile app in the roadmap? I need to check the status dashboard on the go.
CUST-8597,2026-06-19 19:24:57,Just wanted to say: The support agent didn't read my query properly and just pasted a generic article link. Unhelpful.
CUST-4651,2026-05-15 16:35:57,The loading time for the main analytics dashboard is extremely slow. It takes over 10 seconds to load. (using version 2.4.1)
CUST-1388,2026-03-22 08:14:57,Data synchronization fails frequently between my web app and the desktop client.
CUST-2754,2026-05-19 14:07:57,Disappointed. CPU usage spikes to 100% every time I open the editor. It lags my entire computer.
CUST-9254,2026-05-02 00:09:57,The navigation menu is really confusing. It takes me 4 clicks just to find the settings page.
CUST-3056,2026-04-10 07:18:57,No live chat option? Email support takes way too long to respond. Very frustrating. (using version 2.4.1)
CUST-3685,2026-06-08 12:55:57,Disappointed. The mobile web version is completely broken. Buttons overlap and I can't click the menu.
CUST-1031,2026-06-19 13:28:57,The mobile web version is completely broken. Buttons overlap and I can't click the menu.
CUST-6773,2026-05-29 05:08:57,Just wanted to say: Why does the app lag so much when switching between workspaces? Please optimize performance.
CUST-5359,2026-03-26 07:12:57,I submitted a support ticket 3 days ago about a billing issue and still haven't heard back.
CUST-9909,2026-05-30 19:52:57,I've been using this tool for 6 months and it hasn't crashed once. Extremely stable software. Highly recommend.
CUST-2640,2026-03-30 07:46:57,Is there a mobile app in the roadmap? I need to check the status dashboard on the go.
CUST-1755,2026-06-01 09:49:57,Is there a mobile app in the roadmap? I need to check the status dashboard on the go.
CUST-5457,2026-05-18 14:21:57,The navigation menu is really confusing. It takes me 4 clicks just to find the settings page.
CUST-5797,2026-04-09 11:18:57,The new update made the page transition so smooth and fast. Loads instantly now! Hope this gets fixed soon.
CUST-1257,2026-06-16 12:54:57,Disappointed. There are so many bugs in the latest release. The export PDF button is completely broken.
CUST-2192,2026-04-15 12:24:57,"The application response time is average, but it sometimes lags when exporting data."
CUST-7117,2026-05-21 11:13:57,Just wanted to say: CPU usage spikes to 100% every time I open the editor. It lags my entire computer.
CUST-9795,2026-05-23 17:10:57,Why does the app lag so much when switching between workspaces? Please optimize performance. (using version 2.4.1)
CUST-1165,2026-04-07 21:36:57,CPU usage spikes to 100% every time I open the editor. It lags my entire computer.
CUST-9936,2026-05-12 00:55:57,Great value for money. The ROI we get from the team plan is well worth the cost.
CUST-4023,2026-06-18 16:47:57,CPU usage spikes to 100% every time I open the editor. It lags my entire computer. (using version 2.4.1)
CUST-7911,2026-04-28 21:30:57,The pricing is very reasonable considering the amount of time and manual effort this tool saves us.
CUST-3274,2026-04-22 00:15:57,The loading time for the main analytics dashboard is extremely slow. It takes over 10 seconds to load. Hope this gets fixed soon.
CUST-9519,2026-06-11 18:36:57,Why does the app lag so much when switching between workspaces? Please optimize performance.
CUST-6081,2026-06-06 19:34:57,I've been using this tool for 6 months and it hasn't crashed once. Extremely stable software.
CUST-7629,2026-06-17 20:48:57,I submitted a support ticket 3 days ago about a billing issue and still haven't heard back. Hope this gets fixed soon.
CUST-1945,2026-05-01 09:31:57,The interface looks fine but the button placement for saving projects is a bit weird. (using version 2.4.1)
CUST-5859,2026-05-23 12:14:57,Disappointed. Why does the app lag so much when switching between workspaces? Please optimize performance.
CUST-2435,2026-03-22 23:40:57,Why does the app lag so much when switching between workspaces? Please optimize performance.
CUST-8571,2026-06-05 17:51:57,"Just wanted to say: It is hard to read the text in light mode. Contrast is very poor, my eyes hurt."
CUST-2227,2026-04-25 11:07:57,Is there a mobile app in the roadmap? I need to check the status dashboard on the go.
CUST-6712,2026-06-16 05:27:57,Awesome! The live chat support was incredible! Solved my issue in less than 5 minutes.
CUST-6914,2026-04-11 09:48:57,Is there a mobile app in the roadmap? I need to check the status dashboard on the go. (using version 2.4.1)
CUST-2627,2026-05-01 01:41:57,"Awesome! Beautiful interface! Very clean, uncluttered, and easy to use. Kudos to the design team."
CUST-3967,2026-06-07 19:30:57,I keep getting timeout errors when running reports for large date ranges. The app feels sluggish. Hope this gets fixed soon.
CUST-6026,2026-04-08 14:10:57,The live chat support was incredible! Solved my issue in less than 5 minutes. Highly recommend.
CUST-4314,2026-05-15 22:14:57,Robust product quality. The features work exactly as described without any hiccups. Hope this gets fixed soon.
CUST-1204,2026-04-29 00:13:57,Just wanted to say: We really need a Slack integration so our team can get notifications directly in our channels.
CUST-3971,2026-06-04 16:03:57,Is there a mobile app in the roadmap? I need to check the status dashboard on the go.
CUST-7228,2026-04-23 11:36:57,The support agent didn't read my query properly and just pasted a generic article link. Unhelpful.
CUST-6235,2026-04-13 21:09:57,Just wanted to say: I submitted a support ticket 3 days ago about a billing issue and still haven't heard back.
CUST-9025,2026-04-23 03:33:57,Just wanted to say: No live chat option? Email support takes way too long to respond. Very frustrating.
CUST-4449,2026-04-14 09:40:57,Awesome! Robust product quality. The features work exactly as described without any hiccups.
CUST-7877,2026-05-06 08:51:57,I keep getting timeout errors when running reports for large date ranges. The app feels sluggish. (using version 2.4.1)
CUST-8393,2026-03-30 13:03:57,"Beautiful interface! Very clean, uncluttered, and easy to use. Kudos to the design team. Highly recommend."
CUST-1505,2026-05-06 10:34:57,Disappointed. No live chat option? Email support takes way too long to respond. Very frustrating.
CUST-2234,2026-05-02 03:09:57,Robust product quality. The features work exactly as described without any hiccups. (using version 2.4.1)
CUST-1367,2026-05-08 05:11:57,Just wanted to say: The pricing is very reasonable considering the amount of time and manual effort this tool saves us.
CUST-4730,2026-05-02 10:21:57,Why does the app lag so much when switching between workspaces? Please optimize performance. (using version 2.4.1)
CUST-5947,2026-06-09 00:24:57,I submitted a support ticket 3 days ago about a billing issue and still haven't heard back.
CUST-4950,2026-04-23 17:38:57,The layout is extremely clean and intuitive. I was able to figure out the workflows in 2 minutes. (using version 2.4.1)
CUST-5059,2026-05-19 03:10:57,"The support docs are okay, but I prefer speaking to a human. Hard to find the contact form. (using version 2.4.1)"
CUST-9886,2026-04-02 14:39:57,Just wanted to say: The support agent didn't read my query properly and just pasted a generic article link. Unhelpful.
CUST-9791,2026-06-08 06:24:57,The app is mostly stable but there are some minor visual bugs in the chart displays.
CUST-1309,2026-05-30 05:15:57,The subscription price is too high for small startups. $59/month is steep for basic features.
CUST-1308,2026-05-12 10:37:57,There are so many bugs in the latest release. The export PDF button is completely broken.
CUST-3373,2026-05-02 12:29:57,"The application response time is average, but it sometimes lags when exporting data. (using version 2.4.1)"
CUST-8488,2026-04-05 08:40:57,Disappointed. The loading time for the main analytics dashboard is extremely slow. It takes over 10 seconds to load.
CUST-2737,2026-04-02 02:03:57,"Just wanted to say: Pricing is average for this category, but I wish there was a pay-as-you-go option."
CUST-2883,2026-05-12 08:46:57,The loading time for the main analytics dashboard is extremely slow. It takes over 10 seconds to load. Hope this gets fixed soon.
CUST-2784,2026-03-28 06:16:57,Great value for money. The ROI we get from the team plan is well worth the cost. Hope this gets fixed soon.
CUST-9304,2026-05-19 04:29:57,Please add a native dark mode. Working at night is blinding with this white screen.
CUST-5219,2026-06-16 07:36:57,Great value for money. The ROI we get from the team plan is well worth the cost. Highly recommend.
CUST-8822,2026-06-05 16:29:57,Disappointed. The support agent didn't read my query properly and just pasted a generic article link. Unhelpful.
CUST-6264,2026-05-22 19:49:57,Just wanted to say: The app crashed twice today while I was trying to import a CSV file. Lost my work.
